code	category	description	parent_code	general
S33	S33	Dislocation and sprain of joints and ligaments of lumbar spine and pelvis		f
S33.0	S33	Traumatic rupture of lumbar intervertebral disc	S33	f
S33.1	S33	Subluxation and dislocation of lumbar vertebra	S33	f
S33.10	S33	Subluxation and dislocation of unspecified lumbar vertebra	S33.1	t
S33.100	S33	Subluxation of unspecified lumbar vertebra	S33.10	t
S33.101	S33	Dislocation of unspecified lumbar vertebra	S33.10	t
S33.11	S33	Subluxation and dislocation of L1/L2 lumbar vertebra	S33.1	f
S33.110	S33	Subluxation of L1/L2 lumbar vertebra	S33.11	f
S33.111	S33	Dislocation of L1/L2 lumbar vertebra	S33.11	f
S33.12	S33	Subluxation and dislocation of L2/L3 lumbar vertebra	S33.1	f
S33.120	S33	Subluxation of L2/L3 lumbar vertebra	S33.12	f
S33.121	S33	Dislocation of L2/L3 lumbar vertebra	S33.12	f
S33.13	S33	Subluxation and dislocation of L3/L4 lumbar vertebra	S33.1	f
S33.130	S33	Subluxation of L3/L4 lumbar vertebra	S33.13	f
S33.131	S33	Dislocation of L3/L4 lumbar vertebra	S33.13	f
S33.14	S33	Subluxation and dislocation of L4/L5 lumbar vertebra	S33.1	f
S33.140	S33	Subluxation of L4/L5 lumbar vertebra	S33.14	f
S33.141	S33	Dislocation of L4/L5 lumbar vertebra	S33.14	f
S33.2	S33	Dislocation of sacroiliac and sacrococcygeal joint	S33	f
S33.3	S33	Dislocation of other and unspecified parts of lumbar spine and pelvis	S33	t
S33.30	S33	Dislocation of unspecified parts of lumbar spine and pelvis	S33.3	t
S33.39	S33	Dislocation of other parts of lumbar spine and pelvis	S33.3	f
S33.4	S33	Traumatic rupture of symphysis pubis	S33	f
S33.5	S33	Sprain of ligaments of lumbar spine	S33	f
S33.6	S33	Sprain of sacroiliac joint	S33	f
S33.8	S33	Sprain of other parts of lumbar spine and pelvis	S33	f
S33.9	S33	Sprain of unspecified parts of lumbar spine and pelvis	S33	t
S34	S34	Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level		f
S34.0	S34	Concussion and edema of lumbar and sacral spinal cord	S34	f
S34.01	S34	Concussion and edema of lumbar spinal cord	S34.0	f
S34.02	S34	Concussion and edema of sacral spinal cord	S34.0	f
S34.1	S34	Other and unspecified injury of lumbar and sacral spinal cord	S34	t
S34.10	S34	Unspecified injury to lumbar spinal cord	S34.1	t
S34.101	S34	Unspecified injury to L1 level of lumbar spinal cord	S34.10	t
S34.102	S34	Unspecified injury to L2 level of lumbar spinal cord	S34.10	t
S34.103	S34	Unspecified injury to L3 level of lumbar spinal cord	S34.10	t
S34.104	S34	Unspecified injury to L4 level of lumbar spinal cord	S34.10	t
S34.105	S34	Unspecified injury to L5 level of lumbar spinal cord	S34.10	t
S34.109	S34	Unspecified injury to unspecified level of lumbar spinal cord	S34.10	t
S34.11	S34	Complete lesion of lumbar spinal cord	S34.1	f
S34.111	S34	Complete lesion of L1 level of lumbar spinal cord	S34.11	f
S34.112	S34	Complete lesion of L2 level of lumbar spinal cord	S34.11	f
S34.113	S34	Complete lesion of L3 level of lumbar spinal cord	S34.11	f
S34.114	S34	Complete lesion of L4 level of lumbar spinal cord	S34.11	f
S34.115	S34	Complete lesion of L5 level of lumbar spinal cord	S34.11	f
S34.119	S34	Complete lesion of unspecified level of lumbar spinal cord	S34.11	t
S34.12	S34	Incomplete lesion of lumbar spinal cord	S34.1	f
S34.121	S34	Incomplete lesion of L1 level of lumbar spinal cord	S34.12	f
S34.122	S34	Incomplete lesion of L2 level of lumbar spinal cord	S34.12	f
S34.123	S34	Incomplete lesion of L3 level of lumbar spinal cord	S34.12	f
S34.124	S34	Incomplete lesion of L4 level of lumbar spinal cord	S34.12	f
S34.125	S34	Incomplete lesion of L5 level of lumbar spinal cord	S34.12	f
S34.129	S34	Incomplete lesion of unspecified level of lumbar spinal cord	S34.12	t
S34.13	S34	Other and unspecified injury to sacral spinal cord	S34.1	t
S34.131	S34	Complete lesion of sacral spinal cord	S34.13	f
S34.132	S34	Incomplete lesion of sacral spinal cord	S34.13	f
S34.139	S34	Unspecified injury to sacral spinal cord	S34.13	t
S34.2	S34	Injury of nerve root of lumbar and sacral spine	S34	f
S34.21	S34	Injury of nerve root of lumbar spine	S34.2	f
S34.22	S34	Injury of nerve root of sacral spine	S34.2	f
S34.3	S34	Injury of cauda equina	S34	f
S34.4	S34	Injury of lumbosacral plexus	S34	f
S34.5	S34	Injury of lumbar, sacral and pelvic sympathetic nerves	S34	f
S34.6	S34	Injury of peripheral nerve(s) at abdomen, lower back and pelvis level	S34	f
S34.8	S34	Injury of other nerves at abdomen, lower back and pelvis level	S34	f
S34.9	S34	Injury of unspecified nerves at abdomen, lower back and pelvis level	S34	t
S35	S35	Injury of blood vessels at abdomen, lower back and pelvis level		f
S35.0	S35	Injury of abdominal aorta	S35	f
S35.00	S35	Unspecified injury of abdominal aorta	S35.0	t
S35.01	S35	Minor laceration of abdominal aorta	S35.0	f
S35.02	S35	Major laceration of abdominal aorta	S35.0	f
S35.09	S35	Other injury of abdominal aorta	S35.0	f
S35.1	S35	Injury of inferior vena cava	S35	f
S35.10	S35	Unspecified injury of inferior vena cava	S35.1	t
S35.11	S35	Minor laceration of inferior vena cava	S35.1	f
S35.12	S35	Major laceration of inferior vena cava	S35.1	f
S35.19	S35	Other injury of inferior vena cava	S35.1	f
S35.2	S35	Injury of celiac or mesenteric artery and branches	S35	f
S35.21	S35	Injury of celiac artery	S35.2	f
S35.211	S35	Minor laceration of celiac artery	S35.21	f
S35.212	S35	Major laceration of celiac artery	S35.21	f
S35.218	S35	Other injury of celiac artery	S35.21	f
S35.219	S35	Unspecified injury of celiac artery	S35.21	t
S35.22	S35	Injury of superior mesenteric artery	S35.2	f
S35.221	S35	Minor laceration of superior mesenteric artery	S35.22	f
S35.222	S35	Major laceration of superior mesenteric artery	S35.22	f
S35.228	S35	Other injury of superior mesenteric artery	S35.22	f
S35.229	S35	Unspecified injury of superior mesenteric artery	S35.22	t
S35.23	S35	Injury of inferior mesenteric artery	S35.2	f
S35.231	S35	Minor laceration of inferior mesenteric artery	S35.23	f
S35.232	S35	Major laceration of inferior mesenteric artery	S35.23	f
S35.238	S35	Other injury of inferior mesenteric artery	S35.23	f
S35.239	S35	Unspecified injury of inferior mesenteric artery	S35.23	t
S35.29	S35	Injury of branches of celiac and mesenteric artery	S35.2	f
S35.291	S35	Minor laceration of branches of celiac and mesenteric artery	S35.29	f
S35.292	S35	Major laceration of branches of celiac and mesenteric artery	S35.29	f
S35.298	S35	Other injury of branches of celiac and mesenteric artery	S35.29	f
S35.299	S35	Unspecified injury of branches of celiac and mesenteric artery	S35.29	t
S35.3	S35	Injury of portal or splenic vein and branches	S35	f
S35.31	S35	Injury of portal vein	S35.3	f
S35.311	S35	Laceration of portal vein	S35.31	f
S35.318	S35	Other specified injury of portal vein	S35.31	f
S35.319	S35	Unspecified injury of portal vein	S35.31	t
S35.32	S35	Injury of splenic vein	S35.3	f
S35.321	S35	Laceration of splenic vein	S35.32	f
S35.328	S35	Other specified injury of splenic vein	S35.32	f
S35.329	S35	Unspecified injury of splenic vein	S35.32	t
S35.33	S35	Injury of superior mesenteric vein	S35.3	f
S35.331	S35	Laceration of superior mesenteric vein	S35.33	f
S35.338	S35	Other specified injury of superior mesenteric vein	S35.33	f
S35.339	S35	Unspecified injury of superior mesenteric vein	S35.33	t
S35.34	S35	Injury of inferior mesenteric vein	S35.3	f
S35.341	S35	Laceration of inferior mesenteric vein	S35.34	f
S35.348	S35	Other specified injury of inferior mesenteric vein	S35.34	f
S35.349	S35	Unspecified injury of inferior mesenteric vein	S35.34	t
S35.4	S35	Injury of renal blood vessels	S35	f
S35.40	S35	Unspecified injury of renal blood vessel	S35.4	t
S35.401	S35	Unspecified injury of right renal artery	S35.40	t
S35.402	S35	Unspecified injury of left renal artery	S35.40	t
S35.403	S35	Unspecified injury of unspecified renal artery	S35.40	t
S35.404	S35	Unspecified injury of right renal vein	S35.40	t
S35.405	S35	Unspecified injury of left renal vein	S35.40	t
S35.406	S35	Unspecified injury of unspecified renal vein	S35.40	t
S35.41	S35	Laceration of renal blood vessel	S35.4	f
S35.411	S35	Laceration of right renal artery	S35.41	f
S35.412	S35	Laceration of left renal artery	S35.41	f
S35.413	S35	Laceration of unspecified renal artery	S35.41	t
S35.414	S35	Laceration of right renal vein	S35.41	f
S35.415	S35	Laceration of left renal vein	S35.41	f
S35.416	S35	Laceration of unspecified renal vein	S35.41	t
S35.49	S35	Other specified injury of renal blood vessel	S35.4	f
S35.491	S35	Other specified injury of right renal artery	S35.49	f
S35.492	S35	Other specified injury of left renal artery	S35.49	f
S35.493	S35	Other specified injury of unspecified renal artery	S35.49	t
S35.494	S35	Other specified injury of right renal vein	S35.49	f
S35.495	S35	Other specified injury of left renal vein	S35.49	f
S35.496	S35	Other specified injury of unspecified renal vein	S35.49	t
S35.5	S35	Injury of iliac blood vessels	S35	f
S35.50	S35	Injury of unspecified iliac blood vessel(s)	S35.5	t
S35.51	S35	Injury of iliac artery or vein	S35.5	f
S35.511	S35	Injury of right iliac artery	S35.51	f
S35.512	S35	Injury of left iliac artery	S35.51	f
S35.513	S35	Injury of unspecified iliac artery	S35.51	t
S35.514	S35	Injury of right iliac vein	S35.51	f
S35.515	S35	Injury of left iliac vein	S35.51	f
S35.516	S35	Injury of unspecified iliac vein	S35.51	t
S35.53	S35	Injury of uterine artery or vein	S35.5	f
S35.531	S35	Injury of right uterine artery	S35.53	f
S35.532	S35	Injury of left uterine artery	S35.53	f
S35.533	S35	Injury of unspecified uterine artery	S35.53	t
S35.534	S35	Injury of right uterine vein	S35.53	f
S35.535	S35	Injury of left uterine vein	S35.53	f
S35.536	S35	Injury of unspecified uterine vein	S35.53	t
S35.59	S35	Injury of other iliac blood vessels	S35.5	f
S35.8	S35	Injury of other blood vessels at abdomen, lower back and pelvis level	S35	f
S35.8X	S35	Injury of other blood vessels at abdomen, lower back and pelvis level	S35.8	f
S35.8X1	S35	Laceration of other blood vessels at abdomen, lower back and pelvis level	S35.8X	f
S35.8X8	S35	Other specified injury of other blood vessels at abdomen, lower back and pelvis level	S35.8X	f
S35.8X9	S35	Unspecified injury of other blood vessels at abdomen, lower back and pelvis level	S35.8X	t
S35.9	S35	Injury of unspecified blood vessel at abdomen, lower back and pelvis level	S35	t
S35.90	S35	Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level	S35.9	t
S35.91	S35	Laceration of unspecified blood vessel at abdomen, lower back and pelvis level	S35.9	t
S36.502	S36	Unspecified injury of descending [left] colon	S36.50	t
S35.99	S35	Other specified injury of unspecified blood vessel at abdomen, lower back and pelvis level	S35.9	t
S36	S36	Injury of intra-abdominal organs		f
S36.0	S36	Injury of spleen	S36	f
S36.00	S36	Unspecified injury of spleen	S36.0	t
S36.02	S36	Contusion of spleen	S36.0	f
S36.020	S36	Minor contusion of spleen	S36.02	f
S36.021	S36	Major contusion of spleen	S36.02	f
S36.029	S36	Unspecified contusion of spleen	S36.02	t
S36.03	S36	Laceration of spleen	S36.0	f
S36.030	S36	Superficial (capsular) laceration of spleen	S36.03	f
S36.031	S36	Moderate laceration of spleen	S36.03	f
S36.032	S36	Major laceration of spleen	S36.03	f
S36.039	S36	Unspecified laceration of spleen	S36.03	t
S36.09	S36	Other injury of spleen	S36.0	f
S36.1	S36	Injury of liver and gallbladder and bile duct	S36	f
S36.11	S36	Injury of liver	S36.1	f
S36.112	S36	Contusion of liver	S36.11	f
S36.113	S36	Laceration of liver, unspecified degree	S36.11	t
S36.114	S36	Minor laceration of liver	S36.11	f
S36.115	S36	Moderate laceration of liver	S36.11	f
S36.116	S36	Major laceration of liver	S36.11	f
S36.118	S36	Other injury of liver	S36.11	f
S36.119	S36	Unspecified injury of liver	S36.11	t
S36.12	S36	Injury of gallbladder	S36.1	f
S36.122	S36	Contusion of gallbladder	S36.12	f
S36.123	S36	Laceration of gallbladder	S36.12	f
S36.128	S36	Other injury of gallbladder	S36.12	f
S36.129	S36	Unspecified injury of gallbladder	S36.12	t
S36.13	S36	Injury of bile duct	S36.1	f
S36.2	S36	Injury of pancreas	S36	f
S36.20	S36	Unspecified injury of pancreas	S36.2	t
S36.200	S36	Unspecified injury of head of pancreas	S36.20	t
S36.201	S36	Unspecified injury of body of pancreas	S36.20	t
S36.202	S36	Unspecified injury of tail of pancreas	S36.20	t
S36.209	S36	Unspecified injury of unspecified part of pancreas	S36.20	t
S36.22	S36	Contusion of pancreas	S36.2	f
S36.220	S36	Contusion of head of pancreas	S36.22	f
S36.221	S36	Contusion of body of pancreas	S36.22	f
S36.222	S36	Contusion of tail of pancreas	S36.22	f
S36.229	S36	Contusion of unspecified part of pancreas	S36.22	t
S36.23	S36	Laceration of pancreas, unspecified degree	S36.2	t
S36.230	S36	Laceration of head of pancreas, unspecified degree	S36.23	t
S36.231	S36	Laceration of body of pancreas, unspecified degree	S36.23	t
S36.232	S36	Laceration of tail of pancreas, unspecified degree	S36.23	t
S36.239	S36	Laceration of unspecified part of pancreas, unspecified degree	S36.23	t
S36.24	S36	Minor laceration of pancreas	S36.2	f
S36.240	S36	Minor laceration of head of pancreas	S36.24	f
S36.241	S36	Minor laceration of body of pancreas	S36.24	f
S36.242	S36	Minor laceration of tail of pancreas	S36.24	f
S36.249	S36	Minor laceration of unspecified part of pancreas	S36.24	t
S36.25	S36	Moderate laceration of pancreas	S36.2	f
S36.250	S36	Moderate laceration of head of pancreas	S36.25	f
S36.251	S36	Moderate laceration of body of pancreas	S36.25	f
S36.252	S36	Moderate laceration of tail of pancreas	S36.25	f
S36.259	S36	Moderate laceration of unspecified part of pancreas	S36.25	t
S36.26	S36	Major laceration of pancreas	S36.2	f
S36.260	S36	Major laceration of head of pancreas	S36.26	f
S36.261	S36	Major laceration of body of pancreas	S36.26	f
S36.262	S36	Major laceration of tail of pancreas	S36.26	f
S36.269	S36	Major laceration of unspecified part of pancreas	S36.26	t
S36.29	S36	Other injury of pancreas	S36.2	f
S36.290	S36	Other injury of head of pancreas	S36.29	f
S36.291	S36	Other injury of body of pancreas	S36.29	f
S36.292	S36	Other injury of tail of pancreas	S36.29	f
S36.299	S36	Other injury of unspecified part of pancreas	S36.29	t
S36.3	S36	Injury of stomach	S36	f
S36.30	S36	Unspecified injury of stomach	S36.3	t
S36.32	S36	Contusion of stomach	S36.3	f
S36.33	S36	Laceration of stomach	S36.3	f
