licence_number	name	licensee	address	pharmacies_types	town	expiry_date	
P06-P1764-2024	PURE JOY PHARMACY - MBERENGWA	AYDENSEA LOY PHARMACEUTICALS	306C MBERENGWA SERVICE CENTRE	Pharmacy in rural area	MBERENGWA	02/28/2025	
P06-P1857-2024	PURE JOY PHARMACY NYIKA	AYDENSEA LOY PHARMACEUTICALS	2053 NYIKA GROWTH POINT	Pharmacy in any other location	BIKITA	10/31/2025	
P01-P1775-2024	QUALITY PHARMACY	HOLLOW TREE INVESTMENTS (PVT) LTD	"STD 11300 TICHAGARIKA S/CENT, GLEN VIEW 8"	Pharmacy in any other location	HARARE	04/30/2025	
P01-P1196-2024	RACECOURSE PHARMACY	RACECOURSE PHARMACY (PVT) LTD	THE AUCTION B/DALE PK RACE COURSE	Pharmacy in any other location	HARARE	08/31/2025	
P01-P1457-2024	RAILMED (BULAWAYO)	RAILMED	87 ROBERT MUGABE WAY	Pharmacy in any other location	BULAWAYO	01/31/2025	
W01-P0169-2024	RAINBOW PHARMACEUTICALS	RAINBOW PHARMACEUTICALS (PVT) LTD	"UNIT 2 STD 379 SIMON MAZORODZE, WATERFALLS"	Wholesalers	HARARE	02/28/2025	
P01-P1790-2024	RAINPHARM PHARMACY	RAINBOW PHARMACEUTICALS (PVT) LTD	STAND 11894 CHIMURENGA STREET	Pharmacy in any other location	HARARE	06/30/2025	
P01-P1531-2024	RANDT PHARMACY	RANDT PHARMACY (PVT) LTD	SHOP 28 NO 9195 BUDIRIRO 5A	Pharmacy in any other location	HARARE	08/31/2025	
I02-P0171-2023	RATELSHOEK TEA ESTATE CLINIC	TANGANDA TEA COMPANY	RATELSHOEK EASTATE	Clinics: Class B	CHIPINGE	09/30/2025	
W01-P0195-2024	RATIONAL SCIENTIFIC	RATIONAL SCIENTIFIC (PVT) LTD	"SUITE 17, PRINCE PARK MANSIONS"	Wholesalers	BULAWAYO	05/31/2025	
P01-P1693-2024	REACH PHARMACY	MAS-REACH INVESTMENTS (PVT) LTD	19636 ZENGEZA 4	Pharmacy in any other location	CHITUNGWIZA	02/28/2025	
P05-P1707-2024	REAL CARE PHARMACY	NJUNJU INVESTMENTS (PVT) LTD	"44 ROBERT MUGABE RD, (CNR ALBION & TAKAWIRA STRS)"	Pharmacy located in the CBD	HARARE	10/31/2025	
P05-P1444-2024	REALM PHARMACY	MICFREE PVT LTD	19 ROBERT MUGABE WAY	Pharmacy located in the CBD	ZVISHAVANE	06/30/2025	
P01-P1260-2024	REALM PHARMACY	MICFREE (PVT) LTD	1228 LIGHT INDUSTRIES LIS MANDAVA	Pharmacy in any other location	ZVISHAVANE	03/31/2025	
D01-P0021-2023	REBELO AND SYED DrS	REBELO AND SYED DrS	"RISHON BUILDING, 4 ANGELBECK RD MATAPI MBARE"	Dispensing medical practice	HARARE	06/30/2024	
P05-P1448-2024	RED CROSS PHARMACY	ZIMBABWE RED CROSS SOCIETY INVEST. TRUST	98 CAMERON STREET RED CROSS HOUSE	Pharmacy located in the CBD	HARARE	11/30/2025	
P06-P0000-2024	REDDCHEM PHARMACY	REDDCHEM PHARMACY (PVT) LTD	SHOP N0 4 HUSHCO HOLDINGS	Pharmacy in any other location	MACHEKE	04/30/2025	
P01-P1158-2024	REGENT PHARMACY	MINDEV (PVT) LTD	77 L.TAKAWIRA STREET	Pharmacy in any other location	HARARE	06/30/2025	
P01-P1394-2024	RELIANCE PHARMACY	MATEMOND PHARMACEUTICALS (PVT) LTD	104 LEOPOLD TAKAWIRA STREET	Pharmacy in any other location	HARARE	02/28/2025	
W01-P0173-2024	RE-MED PHARMACEUTICALS	RE-MED (PVT) LTD	17A CAMBRIDGE RD AVONDALE	Wholesalers	HARARE	06/30/2025	
P01-P1175-2024	REMNANT PHARMACY	REMNANT PHARMACY	16250 SHOP 1 ZENGEZA 4 COMPLEX	Pharmacy in any other location	CHITUNGWIZA	02/28/2025	
P01-P0313-2023	REMNANT PHARMACY	REMNANT PHARMACY (PVT) LTD	"SHOP 1, STAND 16250, ZENGEZA 4 COMPLEX"	Pharmacy in any other location	CHITUNGWIZA	06/30/2025	
I02-P0201-2024	RENCO MINE CLINIC	RIO ZIM RENCO MINE	RENCO MINE VIA	Clinics: Class B	NGUNDU	09/30/2024	
I03-P0071-2023	RESERVE BANK CLINIC	RESERVE BANK OF ZIMBABWE	80 SAMORA MACHEL	Clinics: Class C	HARARE	09/30/2024	
I03-P0102-2023	RESERVE BANK CLINIC	RESERVE BANK OF ZIMBABWE	93 LEOPOLD TAKAWIRA AVE	Clinics: Class C	BULAWAYO	09/30/2024	
P01-P1434-2024	RETREAT PHARMACY	KENTAGO INVESTMENTS (PVT) LTD	"NO. 5555, 87TH DrIVE"	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1718-2024	REVIVAL PHARMACY	REVIVAL PHARMACY (PVT) LTD	694 BUDIRIRO 1 S/CENTRE BUDIRIRO	Pharmacy in any other location	HARARE	07/31/2025	
P01-P1751-2024	REVIVAL PHARMACY	REVIVAL PHARMACY (PVT) LTD	9989 CNR MUMUNGU & MUTONGOTOWE RD	Pharmacy in any other location	HARARE	05/31/2025	
P06-P1916-2024	REVIVAL PHARMACY - CHIVI	REVIVAL PHARMACY (PVT) LTD	2205 CHIVI GROWTH POINT	Pharmacy in rural area	CHIVI	03/31/2025	
W01-P0184-2024	RHAEGAL PHARMACEUTICALS	RHAEGAL INVESTMENTS (PVT) LTD	SHOP P9 WESTGATE COMPLEX CNR LORRAINE/LOMAGUNDI RD	Wholesalers	HARARE	03/31/2025	
P01-P0303-2023	RHODESVILLE PHARMACY	RHODESVILLE COMMUNITY PHARMACY P/L	SHOP 11 HIGHLANDS GREEN S/CENTRE	Pharmacy in any other location	HARARE	05/25/2024	
P01-P1517-2024	RIDGEVIEW PHARMACY	DAKTAMED PRIVATE LIMITED	"SHOP 1 BIG B MALL BISHOP GAUL AVE, BELVEDERE"	Pharmacy in any other location	HARARE	07/31/2025	
D01-P0017-2023	RIMBI SURGERY	ANDYLEE MEDICALS (PVT) LTD	RIMBI BUSINESS CENTRE	Dispensing medical practice	CHIPINGE	06/30/2024	
I02-P0198-2023	RIO ZIM DALNY MINE CLINIC	RIO ZIM LTD DALNY MINE	RIO ZIM DALNY MINE	Clinics: Class B	CHAKARI	09/30/2024	
P01-P1641-2024	RITE AID PHARMACY	RITE AID (PVT) LTD	42 SILWOOD CLOSE CHISIPITE	Pharmacy in any other location	HARARE	06/30/2025	
P01-P0818-2023	ROCKSIDE PHARMACY	PHARMASOLVA (PVT) LTD	STD NO. 16484 SHOP 8 CIPF COMPLEX STONERIDGE HOPELY	Pharmacy in any other location	HARARE	11/30/2025	
P01-P1722-2024	ROFCHEM PHARMACY	TALETE PHARMACEUTICALS	8629 WARTH ROAD TSHOVANI	Pharmacy in any other location	CHIREDZI	08/31/2025	
P01-P1719-2024	ROFCHEM PHARMACY	TALATE PHARMACEUTICALS (PVT) LTD	"NO 733 MsASA DrIVE,"	Pharmacy in any other location	CHIREDZI	05/31/2025	
P01-P1680-2024	ROFCHEM PHARMACY	TALATE PHARMACEUTICALS (PVT) LTD	STAND 218	Pharmacy in any other location	MBERENGWA	10/31/2025	
P01-P1341-2024	ROLF VALLEY PHARMACY	DAKTAMED (PVT) LTD	"29 FISHER AVE, SHOP 1&2"	Pharmacy in any other location	HARARE	09/30/2025	
P01-P1845-2024	ROLF VALLEY PHARMACY - HIGHLANDS	DAKTAMED PVT LTD	"BAY 1, 2 & 3, LOT 227, 1 HURWORTH RD"	Pharmacy in any other location	HARARE	11/30/2025	
W01-P0219-2024	ROVLY ENTERPRISES	ROVLY ENTERPRISES (PVT) LTD	"157 SAM MUNJOMA STREET,"	Wholesalers	HARARE	05/31/2025	
P01-P2021-2024	ROXMED PHARMACY	TENORID PHARMACEUTICALS (PVT) LTD	192 CHIHOMBE ROAD	Pharmacy in any other location	RUWA	12/31/2025	
P01-P1403-2024	ROYAL PHARMACY	J & H MAGAVA ENTERPRISES (PVT) LTD	108 H.CHITEPO/9TH AVENUE	Pharmacy in any other location	BULAWAYO	03/31/2025	
P01-P1408-2024	ROYAL PHARMACY	J & H MAGAVA ENTERPRISES (PVT) LTD	110 FORT STREET/9TH AVENUE	Pharmacy in any other location	BULAWAYO	02/28/2025	
P01-P1698-2024	RTS PHARMACY	HURSMNT (PVT) LIMITED	STAND 19229 SHOP 2	Pharmacy in any other location	CHITUNGWIZA	03/31/2025	
P01-P1106-2023	RUBY PHARMACY	LIFE PLUS PHARMACY (PVT) LTD	STD 13642 ZENGEZA 2	Pharmacy in any other location	CHITUNGWIZA	10/31/2025	
D01-P0013-2023	RUPANGWANA SURGERY	RUPANGWANA SURGERY (PVT)	STAND 138 RUPANGWANA	Dispensing medical practice	CHIREDZI	06/30/2024	
W01-P0199-2024	RUSMED SUPPLIERS	RUSMED SUPPLIER (PVT) LTD	4990 CNR PAISEY & LYTTON ROAD	Wholesalers	HARARE	03/31/2025	
D01-P0038-2023	RUTENGA SURGERY	MORGEN MANJEYA	STAND 1484	Dispensing medical practice	RUTENGA	06/30/2024	
P01-P1550-2024	RUWA PHARMACY	RUWA PHARMACY (PVT) LTD	"STAND 3788, SHOP 7 CIPF COMPLEX"	Pharmacy in any other location	RUWA	10/31/2025	
P01-P1741-2024	RX CARE PHARMACY	PRO-CEUTICS (PVT) LTD	395 YORK STREET	Pharmacy in any other location	CHIVHU	08/31/2025	
P06-P1391-2024	RYDALE RIDGE PHARMACY	OCTAVUS PHARMACEUTICALS (PVT) LTD	"SHOP 2, STAND 12100 B/CENTRE"	Pharmacy in rural area	HARARE	12/31/2025	
I02-P0160-2023	RZM MUROWA CLINIC	RZM MUROWA (PVT) LTD	MAZVIHWA AREA	Clinics: Class B	ZVISHAVANE	09/30/2024	
I02-P0181-2023	SABLE CHEMICAL INDUSTRIES CLINIC	SABLE CHEMICAL INDUSTRIES LTD	ANNE NEWTON BOULEVARD	Clinics: Class B	KWEKWE	09/30/2024	
P05-P0831-2023	SAGELEAF PHARMACY	SAGELEAF PVT) LTD	SHOP 7B MARGOLIS PLAZA 2 SPEKE AVE	Pharmacy located in the CBD	HARARE	02/28/2025	
I02-P0074-2023	SAINT GOBAIN CONSTRUCTION PRODUCT	SAINT GOBAIN CONSTRUCTION PRODUCTS ZIMBABWE (PVT) LTD	2 DELPORT RD CLEVERLAND PARK	Clinics: Class B	HARARE	09/30/2024	
P01-P2025-2024	SAKUBVA PHARMACY	DAVITAP ONE RISE (PVT) LTD	1 CHINETA ROAD	Pharmacy in any other location	MUTARE	05/31/2025	
P01-P1237-2024	SAKUBVA RANK PHARMACY	KAIZEN PHARMACY (PVT) LTD	"69 CHIMANIMANI BUS TERMINUS, SAKUBVA"	Pharmacy in any other location	MUTARE	02/28/2025	
P01-P1952-2024	SANCTUARY PHARMACY - GLEN NORAH	MELNAT INVESTMENTS (PVT) LTD	SHOP 2 STD 11361 GLENNORAH B	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1584-2024	SANDTON PHARMACY	SALUTEM MEDICALS (PVT) LTD	STAND 205 SANDTON PARK MT HAMPDEN	Pharmacy in any other location	ZVIMBA	08/31/2025	
P05-P1561-2024	SANTE-MED PHARMACY	SANTE-MED (PVT) LTD	"SHOP 2,"	Pharmacy located in the CBD	GWERU	02/28/2025	
P01-P1529-2024	SANTE-PLUS PHARMACY	SANTE-PLUS (PVT) LTD	STAND NO. 540 SENGA 2	Pharmacy in any other location	GWERU	05/31/2025	
I02-P0227-2024	SCHWEPPES CLINIC - BULAWAYO	SCHWEPPES ZIMBABWE LIMITED	CNR SWANSEA/DONCASTER RDS	Clinics: Class B	BULAWAYO	04/30/2025	
I03-P0133-2023	SCHWEPPES ZIMBABWE CLINIC	SCHWEPPES ZIMBABWE LIMITED	67A WOOLWICH ROAD	Clinics: Class C	HARARE	09/30/2024	
W01-P0193-2024	SCILLATON PHARMACEUTICALS	SCILLATON (PVT) LTD	27 LISBURN ROAD WORKINGTON	Wholesalers	HARARE	10/31/2025	
P01-P1332-2024	SCOVILLE PHARMACY	BLUE CAPSULE INVESTMENTS	"53 FIFE AVENUE,"	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1949-2024	SCOVILLE PHARMACY	BLUE CAPSULE INVESTMENTS (PVT) LTD	F103 SHAMWARI COMPLEX 157 S. NUJOMA ST BELGRAVIA	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1989-2024	SCRIPT HUB PHARMACY	SCRIPT HUB PHARMACY (PVT) LTD	4715 MBEDZI COMPLEX	Pharmacy in any other location	BEITBRIDGE	02/28/2025	
P01-P1760-2024	SCRIPT PHARMACY	CLINSERVE HEALTH CARE (PVT) LTD	27 MBUDZI PEOPLES MKT	Pharmacy in any other location	HARARE	02/28/2025	
W01-P0024-2018	SEASONS PHARMACEUTICALS	SEASONS PHARMACEUTICALS ( PVT) LTD	UNIT 32 H KENMARK CRESCENT	Wholesalers	HARARE	03/31/2025	
W01-P0163-2024	SEASONS PHARMACEUTICALS	SEASONS PHARMACEUTICALS (PVT) LTD	12896 MADOKERO ESTATE	Wholesalers	HARARE	11/30/2025	
P01-P1354-2024	SEASONS PHARMACY	SEASONS PHARMACEUTICALS (PVT) LTD	"SHOP 9, FARMERS MKT, OK COMPLEX"	Pharmacy in any other location	HARARE	05/31/2025	
P05-P1792-2024	SEASONS PHARMACY	SEASONS PHARMACEUTICALS (PVT) LTD	105A NELSON MANDELA/	Pharmacy located in the CBD	HARARE	11/30/2025	
P01-P1339-2024	SEASONS PHARMACY - KUWADZANA	SEASONS PHARMACEUTICALS (PVT) LTD	8162 KUWADZANA 4 S/CENTRE	Pharmacy in any other location	HARARE	09/30/2025	
P01-P1170-2024	SEKE 2 PHARMACY	LALIET INVESTMENTS (PVT) LTD	19785 UNIT L SHOPPING CENTRE	Pharmacy in any other location	CHITUNGWIZA	02/28/2025	
P04-P1389-2024	SEKE NORTH CLINIC PHARMACY	UZ-CTRC	CRS JENJE ROAD	Pharmacies: Research	CHITUNGWIZA	03/31/2025	
P01-P1763-2024	SEKE SOUTH PHARMACY	SEKE SOUTH PHARMACY (PVT) LTD	32200 UNIT L SHOPPING CENTRE	Pharmacy in any other location	CHITUNGWIZA	03/31/2025	
I02-P0191-2023	SELBOURNE CLINIC	THE WATTLE COMPANY	"SELBOURNE CLINIC, NYANGA ESTATES"	Clinics: Class B	JULIASDALE	09/30/2024	
P06-P1963-2024	SERENE PHARMACIES	SERENITY PHARMACEUTICALS (PVT) LTD	212 HAUNA GROWTH POINT	Pharmacy in rural area	HAUNA	09/30/2025	
P05-P1185-2024	SERENITY PHARMACY	SERENITY -DAVAR (PVT) LTD	"PENSLADE HOUSE, 8 JASON MOYO AVENUE"	Pharmacy located in the CBD	HARARE	07/31/2025	
P01-P1197-2024	SERVANT PHARMACY	SERVANT PHARMACEUTICALS (PVT) LTD	STAND NO. 432	Pharmacy in any other location	GUTU	07/31/2025	
P01-P1553-2024	SETTLEMENT PHARMACY	SETTLEMENT PHARMACY (PVT) LTD	STAND 7110 GLEN NORAH B	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1556-2024	SHALOM PHARMACY	ROKU PHARMACY (PVT) LTD	8384 WARREN PARK INDISTRIAL AREA WESTLEA	Pharmacy in any other location	HARARE	06/30/2025	
P01-P2029-2024	SHAMrOCK PHARMACY	S.NAIK (PVT) LTD	2 SHAMrOCK HOUSE KING GEORGE	Pharmacy in any other location	HARARE	05/31/2025	
I02-P0136-2023	SHAWA MINE	SAMrEC VERMICULITE (ZIMBABWE) P/L	SHAWA MINE	Clinics: Class B	MURAMBINDA	09/30/2024	
P01-P2008-2024	SHOWERS PHARMACY	QUGMIT (PBC)	"49 AFGATE HOUSE, 4TH STREET AND G SILUNDIKA"	Pharmacy located in the CBD	HARARE	05/31/2025	
P05-P1164-2024	SIEGMED PHARMACY	SIEGMED (PVT) LTD	"SHOP 10 , 114 LEOPOLD TALAWIRA"	Pharmacy located in the CBD	HARARE	10/31/2025	
P05-P1177-2024	SIEGMED PHARMACY	SIEGMED (PVT) LTD	35 ROBERT MUGABE WAY	Pharmacy located in the CBD	GWERU	07/31/2025	
P01-P1165-2024	SIEGMED PHARMACY	SIEGMED (PVT) LTD	SHOP 12 NEW MEGAWATT COMPLEX	Pharmacy in any other location	GWERU	08/31/2025	
I02-P0180-2023	SILVERSTREAMs CLINIC	THE WATTLE COMPANY (PVT) LTD	CHIMANIMANI ESTATES	Clinics: Class B	CHIPINGE	09/30/2024	
P01-P1393-2024	SIMED PHARMACY- WESTERN TRIANGLE	IGLOOCORP INVESTMENTS (PVT) LTD	7236 252ND CHERIMA GAZALAND	Pharmacy in any other location	HARARE	11/30/2025	
P01-P1229-2024	SIMED PHARMACY-MAKOMVA	IGLOOCORP INVESTMENTS (PVT) LTD	4202 MAKOMVA SHOPPING CENTRE	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1236-2024	SINGHEALTH PHARMACE	SINGHEALTH (PVT) LTD	85 GREENGROVE DrIVE ATHLONE	Pharmacy in any other location	HARARE	02/28/2025	
I02-P0143-2023	SINO ZIMBABWE INDUSTRIAL CLINIC	SINO ZIMBABWE CEMENT CO.(PVT) LTD	INDIVA SIDING	Clinics: Class C	GWERU	09/30/2024	
D01-P0010-2023	SITHOLE ENOCK	SITHOLE ENOCK (Dr)	1067 HANDWORTH AVENUE	Dispensing medical practice	MVURWI	06/30/2024	
W01-P0138-2024	SKY PHARMACEUTICALS	SKY PHARMACEUTICALS (PVT) LTD	CNR NOTTINGHAM/DARWIN ROADS	Wholesalers	HARARE	07/31/2025	
I02-P0095-2023	SOFTEX TISSUE PRODUCTS	SOFTEX TISSUE PRODUCTS (PVT) LTD	202 SEKE ROAD GRANITESIDE	Clinics: Class B	HARARE	09/30/2024	
P01-P1990-2024	SOUTH BANK PHARMACY	EXEL EXPARTS (PVT) LTD	STAND 629 NYAMHUNGA TOWNSHIP	Pharmacy in any other location	KARIBA	05/31/2025	
W01-P0207-2024	SOUTHERN PHARMACEUTICALS	HYDERABAD INVESTMENTS (PVT) LTD	177 MONAVALE COMPLEX	Wholesalers	HARARE	03/31/2025	
P01-P1207-2024	SOUTHGATE PHARMACY	CITADELPHARM (PVT) LTD	37/38 STAND 6481/6482	Pharmacy in any other location	HARARE	10/31/2025	
P01-P1884-2024	SOUTHWOOD PHARMACY	COSMED PHARMACEUTICALS (PVT) LTD	STD 79 & 80 GOLDEN VALLEY	Pharmacy in any other location	KADOMA	04/30/2025	
P04-P1211-2024	SPILHAUS FAMILY PLANNING PHARMACY	UNIVERSITY OF ZIMB. CLINICAL TRIALS RESEARCH CENT. (UZ-CTRC)	SPILHAUS FAMILY PLANNING CENTRE ZNFPC HARARE HOSP	Pharmacies: Research	HARARE	02/28/2025	
H01-P0034-2024	ST ANNES HOSPITAL PHARMACY	LITTLE COMPANY OF MARY	NO. 155 KING GEORGE ROAD	Hospital pharmacies	HARARE	06/30/2025	
D01-P0019-2023	ST CLARITA MEDICAL CENTRE	EMMANUEL SHANA	7542 NKETA 9.NKULUMANE	Dispensing medical practice	BULAWAYO	06/30/2024	
I04-P0212-2024	ST DOMINICS SEC. SCHOOL CLINIC	ST DOMINICS SECONDARY SCHOOL	OFF ACTURUS ROAD	Clinics: Class D	HARARE	09/30/2025	
P04-P1450-2024	ST MARYS CLINIC PHARMACY	UNIVERSITY OF ZIMB. CLINICAL TRIALS RESEARCH CENT. (UZ-CTRC)	CNR INGWE ROAD/CHAMINUKA ROAD	Pharmacies: Research	CHITUNGWIZA	12/31/2025	
P06-P1871-2024	ST RAPHELS PHARMACY	FLEXPHARM HEALTH (PVT) LTD	"SD 831704870 DOMBOSHAVA S/GROUND, CHIREDZERO BUSS. COMPLEX"	Pharmacy in rural area	DOMBOSHAWA	02/28/2025	
I02-P0204-2024	ST THOMAS CLINIC	DELTA BEVERAGES (PVT) LTD	99 CENTRAL AVENUE	Clinics: Class B	HARARE	09/30/2024	
P01-P1305-2024	ST. CRIS PHARMACY	BLUE CAPSULE INVESTMENTS (PVT) LTD	STD D. OF GLENTOR	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1545-2024	STAR PHARMACY	SEASONS PHARMACEUTICALS (PVT) LTD	SHOP 7 FARMERS MARKET	Pharmacy in any other location	HARARE	09/30/2025	
I01-P0090-2023	STEEL MAKERS INDUSTRIAL CLINIC	STEEL MAKERS (PVT) LTD	OLD STEELWORKS ROAD	Clinics: Class A	REDCLIFF	09/30/2024	
P01-P1766-2024	STELLY PHARMACY	COGNISANT INVESTMENTS (PVT) LTD	132 HEBERT CHITEPO	Pharmacy in any other location	BULAWAYO	02/28/2025	
P01-P1494-2024	STERLING PHARMACY	PATHWAY PHARMACY (PVT) LTD	CNR MALVERN/CHATHAM RD	Pharmacy in any other location	MVURWI	02/28/2025	
W01-P0205-2024	STM PHARMACEUTICALS	STM HOLDINGS (PVT) LTD	"137 HERBERT CHITEPO STREET,"	Wholesalers	BULAWAYO	03/31/2025	
P01-P1417-2024	STODART PHARMACY	STRAITON INVESTMENTS (PVT) LTD	STAND 20078 PAZARANGU AVE	Pharmacy in any other location	HARARE	11/30/2025	
P01-P1379-2024	STRATHAVEN PHARMACY	SEASONS PHARMACEUTICALS (PVT) LTD	SHOP 4 STRATHAVEN SHOPS	Pharmacy in any other location	HARARE	06/30/2025	
P01-P1982-2024	STURGEON BLUE PHARMACY	STURGEON BLUE PHARMACY (PVT) LTD	3020 AERODrOME	Pharmacy in any other location	BINDURA	04/30/2025	
P01-P1898-2024	SUBURBAN PHARMACY	SUBURBAN MEDICAL SUPPLIERS P/L	WARREN PARK 1	Pharmacy in any other location	HARARE	08/31/2025	
I02-P0196-2023	SUGAR REFINING	STAR AFRICA CORPORATION LIMITED	"49 DOUGLAS RD, WORKINGTON"	Clinics: Class B	HARARE	09/30/2024	
P01-P1777-2024	SUNNINGDALE 2 PHARMACY	MUNALDO ENTERPRISES (PVT) LTD	STD 16075 40TH CLOSE SUNNINGDALE 2	Pharmacy in any other location	HARARE	08/31/2025	
P05-P1169-2024	SUNRISE PHARMACY	SUNRISE PHARMACY (PVT) LTD	"SHOP 2 ENGINEERING HSE, 88 REZENDE STREET"	Pharmacy located in the CBD	HARARE	07/31/2025	
P05-P1231-2024	SUNRISE PHARMACY	SUNRISE PHARMACY (PVT) LTD	"STD NO.450 BT, 95 GEORGE SILUNDIKA STREET"	Pharmacy located in the CBD	BULAWAYO	10/31/2025	
P01-P1745-2024	SUNWAY PHARMACY	GREAT DYKE PHARMACETICALS (PVT) LTD	1272 VENTERSBURG ROAD	Pharmacy in any other location	HARARE	11/30/2025	
P01-P1230-2024	SUPERMART PHARMACY	GO-FIT PHARMACY (PVT) LTD	90 J.M. NKOMO ST & 9TH AVE	Pharmacy in any other location	BULAWAYO	04/30/2025	
P01-P1216-2024	SUPERMED PHARMACY	CURLEW CHEMICAL INDUSTRIES (PVT) LTD	SHOP2 ZONKIZIZWE COMPLEX	Pharmacy in any other location	BULAWAYO	04/30/2025	
W01-P0208-2024	SUPREME MEDICAL SUPPLIERS	SUPREME MED. SUPPLIERS AFRICA P/L	UNIT 3 HARROW BUSINESS PARK	Wholesalers	HARARE	05/31/2025	
W01-P0217-2024	SWAN PHARMACEUTICALS	SWAN PHARMACEUTICALS (PVT) LTD	40 SAMORA MACHEL ST ANDrEWS HSE	Wholesalers	HARARE	03/31/2025	
P06-P0028-2024	T & N PHARMACY	T & N PHARMACY	18 HARRIS STREET	Pharmacy in rural area	KAROI	02/28/2025	
P01-P1592-2024	TANMED PHARMACY	TANMED PHARMACEUTICALS (PBC)	NO.9510	Pharmacy in any other location	HARARE	10/31/2025	
P01-P1770-2024	TASCA PHARMACY	SANKOS INVESTMENTS (PVT) LTD	"9185 CHIMBAIRA COMPLEX, ZANAMWE, ST MARYS"	Pharmacy in any other location	CHITUNGWIZA	07/31/2025	
P05-P1446-2024	TEES PHARMACY	TEES PHARMACY (PVT) LTD	CNR 11TH / FIFE STREET	Pharmacy located in the CBD	BULAWAYO	05/31/2025	
P01-P1437-2024	TEES PHARMACY (ZVISHAVANE)	TEES PHARMACY (PVT) LTD	"ACROPOL BUILDING,R MUGABE WAY"	Pharmacy in any other location	ZVISHAVANE	01/31/2025	
P01-P1377-2024	TERMINUS PHARMACY	SERVISENS INVESTMENT (PVT) LTD	STAND NO 3077A TURF	Pharmacy in any other location	NGEZI	02/28/2025	
H01-P0025-2024	THE AVENUES CLINIC	MEDICAL INVESTMENTS (PVT) LTD	CNR BAINES AND MAZOWE	Hospital pharmacies	HARARE	05/31/2025	
P06-P0140-2024	THE BALM OF GILEAD	EDGAR AND ANDERSON ENTERPRISES P/L	SHOP 1 MAPURANGA COMPLEX	Pharmacy in any other location	JERERA	04/30/2025	
P01-P1603-2024	THE BEST PHARMACY	SHONIWA DOUGLAS	SHOP 6 BELVERLEY COURT100 N. MANDELA AVE	Pharmacy in any other location	187	02/28/2025	
P01-P1752-2024	THE BROOKE CHEMIST	MEDEXPRESS PHARMACEUTICALS P/L	"SHOP 13, BORROWDALE BROOKE S/CENTRE"	Pharmacy in any other location	HARARE	05/31/2025	
P05-P1909-2024	THE CENTURION PHARMACY	SANTE-PLUS (PVT) LTD	SHOP 3 DATHEE BUILDING 7TH STREET	Pharmacy located in the CBD	GWERU	04/30/2025	
H01-P0022-2024	THE COLIN SAUNDERS HOSP	TRIANGLE LIMITED	HOSPITAL ROAD	Hospital pharmacies	TRIANGLE	12/31/2025	
P01-P1516-2024	THE COUNTRY PHARMACY	THE COUNTRY PHARMACY (PVT) LTD	SHOP 49B DOLPHIN HOUSE 49B PINE STR	Pharmacy in any other location	MARONDERA	03/31/2025	
P01-P1968-2024	THE GREENHEART PHARMACY	HANDIK HOLDINGS (PVT) LTD	3005 RENCO MINE	Pharmacy in any other location	MASVINGO	04/30/2025	
P01-P1827-2024	THE LOOKOUT PHARMACY	THE LOOKOUT PHARMACY (PVT) LTD	"STD 9638 MUFAKOSE, MAGANDANGA S/CENTRE"	Pharmacy in any other location	HARARE	02/28/2025	
P05-P1337-2024	THE MED STORE	INVESTPHARM INVESTMENTS (PVT) LTD	30 R. MANIKA AVE	Pharmacy located in the CBD	HARARE	02/28/2025	
P01-P1276-2024	THE MEDICINE CHEST PHARMACY	THE MEDICINE CHEST (PVT) LTD	4 ST ANDrEWS ARCADE	Pharmacy in any other location	HARARE	05/31/2025	
P01-P1271-2024	THE MEDICINE CHEST PHARMACY	THE MEDICINE CHEST (PVT) LTD	NO. 5 HORWORTH ROAD HIGHLANDS	Pharmacy in any other location	HARARE	12/31/2025	
H01-P0024-2024	THE MIDLANDS PVT HOSPITAL	THE MIDLANDS PVT HOSPITAL (PVT) LTD	STD 8766 GYMKHANA J. TONGOGARA	Hospital pharmacies	GWERU	02/28/2025	
P01-P1367-2024	THE STONES PHARMACY	FLYOVER PHARMACY (PVT) LTD	STAND 2942 OLD HIGHFIELD	Pharmacy in any other location	HARARE	02/28/2025	
I02-P0168-2023	THE ZIMBABWE BATA SHOE CO CLINIC	THE ZIMBABWE BATA SHOE COMPANY LTD	STAND 521/522 BULAWAYO ROAD	Clinics: Class B	GWERU	09/30/2024	
P01-P1971-2024	THOSHECK PHARMACY	THOSHECK PHARMACY (PVT) LTD	18 HARRIS	Pharmacy in any other location	KAROI	04/30/2025	
P06-P1413-2024	THOSHECK PHARMACY	THOSHECK PHARMACY (PVT) LTD	94 ROSEWAY	Pharmacy in rural area	KAROI	05/31/2025	
P06-P1831-2024	THOSHECK PHARMACY	THOSHECK PHARMACY (PVT) LTD	SHOP Y13 SUWOGURU T/SHIP	Pharmacy in rural area	MVURWI	03/31/2025	
